date,polyclinic,total_attendance,elderly_attendance,chronic_disease_consultations,medication_refills
2023-02-06,Queenstown,209,103,41,133
2023-02-06,Sembawang,290,109,60,155
2023-02-06,Sengkang,145,46,33,66
2023-02-06,Tampines,200,98,40,150
2023-02-06,Toa Payoh,225,113,48,154
2023-02-06,Woodlands,145,70,37,95
2023-02-06,Yishun,141,43,39,71
2023-02-07,Ang Mo Kio,223,58,65,106
2023-02-07,Bedok,227,105,48,149
2023-02-07,Bukit Batok,213,73,42,85
2023-02-07,Clementi,217,52,55,124
2023-02-07,Geylang,233,86,54,156
2023-02-07,Hougang,216,93,59,96
2023-02-07,Jurong,237,109,47,136
2023-02-07,Kallang,198,76,52,147
2023-02-07,Marine Parade,254,68,71,186
2023-02-07,Pasir Ris,219,111,76,153
2023-02-07,Punggol,212,106,54,127
2023-02-07,Queenstown,182,101,38,137
2023-02-07,Sembawang,224,58,60,87
2023-02-07,Sengkang,231,112,50,141
2023-02-07,Tampines,297,103,58,222
2023-02-07,Toa Payoh,298,119,89,218
2023-02-07,Woodlands,162,56,50,124
2023-02-07,Yishun,228,71,79,124
2023-02-08,Ang Mo Kio,183,79,59,125
2023-02-08,Bedok,220,98,55,144
2023-02-08,Bukit Batok,73,27,19,35
2023-02-08,Clementi,219,83,73,165
2023-02-08,Geylang,176,67,43,97
2023-02-08,Hougang,209,67,40,138
2023-02-08,Jurong,231,73,68,124
2023-02-08,Kallang,212,102,52,136
2023-02-08,Marine Parade,174,66,41,91
2023-02-08,Pasir Ris,191,46,43,109
2023-02-08,Punggol,187,70,46,121
2023-02-08,Queenstown,243,81,46,120
2023-02-08,Sembawang,175,63,37,82
2023-02-08,Sengkang,177,74,49,96
2023-02-08,Tampines,179,55,44,92
2023-02-08,Toa Payoh,228,50,52,143
2023-02-08,Woodlands,209,139,55,104
2023-02-08,Yishun,195,43,47,100
2023-02-09,Ang Mo Kio,245,84,59,131
2023-02-09,Bedok,286,105,97,194
2023-02-09,Bukit Batok,224,97,60,91
2023-02-09,Clementi,186,90,46,85
2023-02-09,Geylang,197,112,61,116
2023-02-09,Hougang,247,89,40,125
2023-02-09,Jurong,278,103,66,158
2023-02-09,Kallang,295,165,106,172
2023-02-09,Marine Parade,214,53,69,103
2023-02-09,Pasir Ris,210,60,46,108
2023-02-09,Punggol,169,58,37,115
2023-02-09,Queenstown,144,60,44,79
2023-02-09,Sembawang,164,61,50,101
2023-02-09,Sengkang,173,77,33,115
2023-02-09,Tampines,220,81,45,112
2023-02-09,Toa Payoh,226,118,49,145
2023-02-09,Woodlands,95,32,23,48
2023-02-09,Yishun,153,50,40,88
2023-02-10,Ang Mo Kio,88,16,19,56
2023-02-10,Bedok,62,21,13,45
2023-02-10,Bukit Batok,180,78,46,69
2023-02-10,Clementi,238,100,65,236
2023-02-10,Geylang,95,54,22,59
2023-02-10,Hougang,197,70,43,124
2023-02-10,Jurong,124,58,28,60
2023-02-10,Kallang,177,93,39,112
2023-02-10,Marine Parade,163,77,46,127
2023-02-10,Pasir Ris,191,89,48,139
2023-02-10,Punggol,164,77,39,97
2023-02-10,Queenstown,204,86,49,126
2023-02-10,Sembawang,278,138,81,154
2023-02-10,Sengkang,155,76,45,115
2023-02-10,Tampines,169,63,28,94
2023-02-10,Toa Payoh,249,87,70,144
2023-02-10,Woodlands,216,61,54,64
2023-02-10,Yishun,190,45,58,128
2023-02-11,Ang Mo Kio,156,86,31,120
2023-02-11,Bedok,172,64,52,84
2023-02-11,Bukit Batok,111,37,24,54
2023-02-11,Clementi,182,68,48,98
2023-02-11,Geylang,76,32,11,45
2023-02-11,Hougang,92,55,27,56
2023-02-11,Jurong,184,58,51,114
2023-02-11,Kallang,149,78,42,93
2023-02-11,Marine Parade,82,24,19,49
2023-02-11,Pasir Ris,100,64,32,66
2023-02-11,Punggol,142,53,28,86
2023-02-11,Queenstown,149,41,39,87
2023-02-11,Sembawang,73,22,16,57
2023-02-11,Sengkang,159,42,43,70
2023-02-11,Tampines,177,62,43,129
2023-02-11,Toa Payoh,94,24,20,66
2023-02-11,Woodlands,86,10,19,56
2023-02-11,Yishun,182,64,41,130
2023-02-12,Ang Mo Kio,74,26,19,47
2023-02-12,Bedok,122,49,15,65
2023-02-12,Bukit Batok,155,46,39,99
2023-02-12,Clementi,128,53,25,74
2023-02-12,Geylang,161,66,35,100
2023-02-12,Hougang,165,32,50,93
2023-02-12,Jurong,154,80,27,81
2023-02-12,Kallang,129,41,43,66
2023-02-12,Marine Parade,120,50,22,67
2023-02-12,Pasir Ris,151,55,37,82
2023-02-12,Punggol,86,37,29,51
2023-02-12,Queenstown,147,68,27,113
2023-02-12,Sembawang,147,82,31,114
2023-02-12,Sengkang,167,76,43,96
2023-02-12,Tampines,182,75,27,88
2023-02-12,Toa Payoh,133,57,32,96
2023-02-12,Woodlands,71,29,11,47
2023-02-12,Yishun,136,60,28,99
2023-02-13,Ang Mo Kio,252,115,61,165
2023-02-13,Bedok,164,79,54,115
2023-02-13,Bukit Batok,163,71,30,107
2023-02-13,Clementi,222,47,42,126
2023-02-13,Geylang,184,51,49,115
2023-02-13,Hougang,190,61,57,145
2023-02-13,Jurong,175,59,48,98
2023-02-13,Kallang,193,91,29,141
2023-02-13,Marine Parade,203,72,49,121
2023-02-13,Pasir Ris,113,62,28,72
2023-02-13,Punggol,247,73,67,141
2023-02-13,Queenstown,242,45,59,130
2023-02-13,Sembawang,221,98,47,116
2023-02-13,Sengkang,194,60,56,109
2023-02-13,Tampines,54,19,10,23
2023-02-13,Toa Payoh,138,56,43,87
2023-02-13,Woodlands,169,75,38,89
2023-02-13,Yishun,142,31,32,87
2023-02-14,Ang Mo Kio,195,69,39,128
2023-02-14,Bedok,134,63,26,70
2023-02-14,Bukit Batok,126,44,37,82
2023-02-14,Clementi,248,112,48,140
2023-02-14,Geylang,160,85,30,110
2023-02-14,Hougang,244,142,56,163
2023-02-14,Jurong,314,106,54,129
2023-02-14,Kallang,235,49,54,151
2023-02-14,Marine Parade,209,92,54,152
2023-02-14,Pasir Ris,152,50,32,103
2023-02-14,Punggol,245,109,75,118
2023-02-14,Queenstown,283,156,81,220
2023-02-14,Sembawang,117,40,24,78
2023-02-14,Sengkang,147,69,46,98
2023-02-14,Tampines,214,64,44,155
2023-02-14,Toa Payoh,238,94,54,94
2023-02-14,Woodlands,146,86,27,90
2023-02-14,Yishun,250,68,64,173
2023-02-15,Ang Mo Kio,200,137,33,141
2023-02-15,Bedok,191,91,51,100
2023-02-15,Bukit Batok,211,45,59,132
2023-02-15,Clementi,231,116,61,142
2023-02-15,Geylang,155,50,47,115
2023-02-15,Hougang,188,76,38,134
2023-02-15,Jurong,233,138,48,130
2023-02-15,Kallang,211,98,50,108
2023-02-15,Marine Parade,244,115,49,179
2023-02-15,Pasir Ris,258,106,65,169
2023-02-15,Punggol,156,62,22,107
2023-02-15,Queenstown,121,66,28,70
2023-02-15,Sembawang,168,62,53,59
2023-02-15,Sengkang,263,114,49,129
2023-02-15,Tampines,283,86,54,201
2023-02-15,Toa Payoh,216,66,56,107
2023-02-15,Woodlands,255,129,70,162
2023-02-15,Yishun,288,115,54,185
2023-02-16,Ang Mo Kio,304,90,70,195
2023-02-16,Bedok,197,59,60,163
2023-02-16,Bukit Batok,209,64,36,130
2023-02-16,Clementi,255,114,63,137
2023-02-16,Geylang,145,70,42,64
2023-02-16,Hougang,279,127,89,129
2023-02-16,Jurong,131,50,36,102
2023-02-16,Kallang,235,88,46,169
2023-02-16,Marine Parade,151,84,35,114
2023-02-16,Pasir Ris,233,90,52,131
2023-02-16,Punggol,221,90,48,128
2023-02-16,Queenstown,203,37,55,101
2023-02-16,Sembawang,142,32,22,65
2023-02-16,Sengkang,164,97,36,101
2023-02-16,Tampines,220,90,54,105
2023-02-16,Toa Payoh,272,157,45,135
2023-02-16,Woodlands,186,56,51,98
2023-02-16,Yishun,308,159,80,216
2023-02-17,Ang Mo Kio,255,87,53,154
2023-02-17,Bedok,243,100,41,126
2023-02-17,Bukit Batok,196,76,68,90
2023-02-17,Clementi,225,123,81,125
2023-02-17,Geylang,224,102,58,132
2023-02-17,Hougang,221,32,62,135
2023-02-17,Jurong,188,113,40,105
2023-02-17,Kallang,299,94,66,175
2023-02-17,Marine Parade,242,101,44,132
2023-02-17,Pasir Ris,169,66,45,108
2023-02-17,Punggol,111,56,29,81
2023-02-17,Queenstown,222,113,60,163
2023-02-17,Sembawang,226,88,82,155
2023-02-17,Sengkang,228,62,42,143
2023-02-17,Tampines,207,70,53,157
2023-02-17,Toa Payoh,234,66,57,121
2023-02-17,Woodlands,180,64,40,85
2023-02-17,Yishun,193,66,19,155
2023-02-18,Ang Mo Kio,178,64,44,85
2023-02-18,Bedok,199,117,51,139
2023-02-18,Bukit Batok,146,38,33,89
2023-02-18,Clementi,124,46,30,73
2023-02-18,Geylang,141,41,30,66
2023-02-18,Hougang,174,32,53,128
2023-02-18,Jurong,129,18,29,76
2023-02-18,Kallang,104,36,33,69
2023-02-18,Marine Parade,107,25,25,61
2023-02-18,Pasir Ris,157,54,43,124
2023-02-18,Punggol,168,66,40,94
2023-02-18,Queenstown,181,61,45,109
2023-02-18,Sembawang,122,32,32,72
2023-02-18,Sengkang,157,54,48,80
2023-02-18,Tampines,199,44,54,128
2023-02-18,Toa Payoh,112,49,35,42
2023-02-18,Woodlands,157,23,31,119
2023-02-18,Yishun,119,33,28,96
2023-02-19,Ang Mo Kio,75,22,24,58
2023-02-19,Bedok,136,37,48,103
2023-02-19,Bukit Batok,163,51,40,95
2023-02-19,Clementi,151,82,44,74
2023-02-19,Geylang,188,81,53,140
2023-02-19,Hougang,101,40,22,44
2023-02-19,Jurong,152,98,24,90
2023-02-19,Kallang,162,66,39,76
2023-02-19,Marine Parade,148,47,20,106
2023-02-19,Pasir Ris,173,70,45,122
2023-02-19,Punggol,147,72,34,107
2023-02-19,Queenstown,151,63,28,94
2023-02-19,Sembawang,110,36,23,54
2023-02-19,Sengkang,214,114,74,102
2023-02-19,Tampines,142,38,30,72
2023-02-19,Toa Payoh,183,65,55,120
2023-02-19,Woodlands,220,55,68,157
2023-02-19,Yishun,105,52,28,60
2023-02-20,Ang Mo Kio,158,51,55,94
2023-02-20,Bedok,239,76,50,169
2023-02-20,Bukit Batok,132,47,33,80
2023-02-20,Clementi,191,83,54,128
2023-02-20,Geylang,150,55,46,103
2023-02-20,Hougang,131,57,19,79
2023-02-20,Jurong,294,89,61,198
2023-02-20,Kallang,122,41,34,65
2023-02-20,Marine Parade,188,89,50,117
2023-02-20,Pasir Ris,183,79,44,118
2023-02-20,Punggol,175,66,35,104
2023-02-20,Queenstown,159,45,41,98
2023-02-20,Sembawang,239,85,64,156
2023-02-20,Sengkang,222,70,57,141
2023-02-20,Tampines,200,38,51,164
2023-02-20,Toa Payoh,181,59,48,114
2023-02-20,Woodlands,259,71,74,170
2023-02-20,Yishun,192,83,57,131
2023-02-21,Ang Mo Kio,142,68,35,86
2023-02-21,Bedok,203,78,62,120
2023-02-21,Bukit Batok,144,51,37,104
2023-02-21,Clementi,230,72,86,144
2023-02-21,Geylang,263,101,72,179
2023-02-21,Hougang,260,131,76,147
2023-02-21,Jurong,171,74,50,98
2023-02-21,Kallang,253,137,51,130
2023-02-21,Marine Parade,192,82,42,141
2023-02-21,Pasir Ris,221,89,39,103
2023-02-21,Punggol,214,39,64,125
2023-02-21,Queenstown,362,228,87,213
2023-02-21,Sembawang,249,142,41,104
2023-02-21,Sengkang,168,76,46,118
2023-02-21,Tampines,140,23,41,72
2023-02-21,Toa Payoh,99,41,28,58
2023-02-21,Woodlands,177,67,40,82
2023-02-21,Yishun,164,74,43,101
2023-02-22,Ang Mo Kio,150,57,21,92
2023-02-22,Bedok,271,68,59,171
2023-02-22,Bukit Batok,262,93,56,105
2023-02-22,Clementi,205,123,54,122
2023-02-22,Geylang,216,86,45,147
2023-02-22,Hougang,211,84,42,154
2023-02-22,Jurong,233,80,69,128
2023-02-22,Kallang,160,51,25,103
2023-02-22,Marine Parade,108,29,15,63
2023-02-22,Pasir Ris,192,70,37,92
2023-02-22,Punggol,223,76,59,114
2023-02-22,Queenstown,209,110,58,116
2023-02-22,Sembawang,212,79,53,120
2023-02-22,Sengkang,191,80,38,95
2023-02-22,Tampines,130,31,24,80
2023-02-22,Toa Payoh,155,69,39,62
2023-02-22,Woodlands,232,111,46,148
2023-02-22,Yishun,157,64,29,66
2023-02-23,Ang Mo Kio,180,69,41,86
2023-02-23,Bedok,180,76,44,111
2023-02-23,Bukit Batok,166,85,31,107
2023-02-23,Clementi,259,116,62,141
2023-02-23,Geylang,251,64,50,140
2023-02-23,Hougang,261,114,52,148
2023-02-23,Jurong,169,55,50,78
2023-02-23,Kallang,280,135,85,155
2023-02-23,Marine Parade,192,49,42,124
2023-02-23,Pasir Ris,264,76,61,154
2023-02-23,Punggol,130,59,27,75
2023-02-23,Queenstown,177,56,44,102
2023-02-23,Sembawang,181,59,48,138
2023-02-23,Sengkang,206,102,37,126
2023-02-23,Tampines,145,36,30,104
2023-02-23,Toa Payoh,247,104,42,143
2023-02-23,Woodlands,215,89,33,109
2023-02-23,Yishun,196,88,27,114
2023-02-24,Ang Mo Kio,207,100,58,136
2023-02-24,Bedok,160,33,36,112
2023-02-24,Bukit Batok,269,126,73,171
2023-02-24,Clementi,172,66,57,86
2023-02-24,Geylang,280,102,88,128
2023-02-24,Hougang,229,74,41,142
2023-02-24,Jurong,250,78,43,147
2023-02-24,Kallang,195,88,58,115
2023-02-24,Marine Parade,292,123,67,128
2023-02-24,Pasir Ris,186,68,55,120
2023-02-24,Punggol,141,58,39,106
2023-02-24,Queenstown,244,116,61,155
2023-02-24,Sembawang,262,69,60,136
2023-02-24,Sengkang,218,114,47,78
2023-02-24,Tampines,179,87,49,115
2023-02-24,Toa Payoh,186,50,51,96
2023-02-24,Woodlands,309,141,68,166
2023-02-24,Yishun,195,73,59,120
2023-02-25,Ang Mo Kio,114,67,28,77
2023-02-25,Bedok,118,51,31,48
2023-02-25,Bukit Batok,210,111,48,102
2023-02-25,Clementi,152,62,40,94
2023-02-25,Geylang,157,85,43,77
2023-02-25,Hougang,187,105,76,91
2023-02-25,Jurong,148,28,41,80
2023-02-25,Kallang,207,66,34,114
2023-02-25,Marine Parade,70,33,10,42
2023-02-25,Pasir Ris,67,24,22,42
2023-02-25,Punggol,109,43,27,70
2023-02-25,Queenstown,92,42,10,49
2023-02-25,Sembawang,122,56,30,56
2023-02-25,Sengkang,105,44,25,56
2023-02-25,Tampines,123,57,27,72
2023-02-25,Toa Payoh,215,55,33,145
2023-02-25,Woodlands,116,42,24,66
2023-02-25,Yishun,195,93,57,89
2023-02-26,Ang Mo Kio,99,11,20,68
2023-02-26,Bedok,158,59,39,83
2023-02-26,Bukit Batok,147,70,24,92
2023-02-26,Clementi,172,61,49,151
2023-02-26,Geylang,136,59,28,84
2023-02-26,Hougang,156,65,31,96
2023-02-26,Jurong,191,84,56,110
2023-02-26,Kallang,166,71,33,104
2023-02-26,Marine Parade,105,35,27,66
2023-02-26,Pasir Ris,98,49,27,51
2023-02-26,Punggol,86,33,19,52
2023-02-26,Queenstown,127,25,29,72
2023-02-26,Sembawang,162,53,54,66
2023-02-26,Sengkang,185,69,54,112
2023-02-26,Tampines,179,64,34,132
2023-02-26,Toa Payoh,136,57,42,67
2023-02-26,Woodlands,160,54,38,97
2023-02-26,Yishun,87,28,27,59
2023-02-27,Ang Mo Kio,196,83,46,144
2023-02-27,Bedok,189,79,58,98
2023-02-27,Bukit Batok,277,68,91,155
2023-02-27,Clementi,187,39,42,92
2023-02-27,Geylang,169,65,50,104
2023-02-27,Hougang,215,62,44,167
2023-02-27,Jurong,163,92,38,97
2023-02-27,Kallang,253,133,61,141
2023-02-27,Marine Parade,197,85,58,118
2023-02-27,Pasir Ris,230,129,61,145
2023-02-27,Punggol,124,16,33,73
2023-02-27,Queenstown,174,73,42,124
2023-02-27,Sembawang,204,66,61,117
2023-02-27,Sengkang,226,79,49,137
2023-02-27,Tampines,200,89,47,83
2023-02-27,Toa Payoh,178,85,41,102
2023-02-27,Woodlands,249,81,43,145
2023-02-27,Yishun,175,53,42,113
2023-02-28,Ang Mo Kio,199,85,67,112
2023-02-28,Bedok,213,74,44,115
2023-02-28,Bukit Batok,176,76,64,92
2023-02-28,Clementi,179,70,48,112
2023-02-28,Geylang,264,41,34,145
2023-02-28,Hougang,254,61,25,166
2023-02-28,Jurong,212,61,42,106
2023-02-28,Kallang,205,69,56,64
2023-02-28,Marine Parade,157,45,37,85
2023-02-28,Pasir Ris,239,51,60,156
2023-02-28,Punggol,292,102,77,122
2023-02-28,Queenstown,80,38,19,57
2023-02-28,Sembawang,131,59,44,84
2023-02-28,Sengkang,213,85,36,156
2023-02-28,Tampines,169,76,29,81
2023-02-28,Toa Payoh,271,98,87,160
2023-02-28,Woodlands,107,52,23,71
2023-02-28,Yishun,201,49,51,164
2023-03-01,Ang Mo Kio,224,88,68,139
2023-03-01,Bedok,210,61,54,147
2023-03-01,Bukit Batok,158,85,38,80
2023-03-01,Clementi,249,92,71,142
2023-03-01,Geylang,197,88,52,78
2023-03-01,Hougang,143,70,34,78
2023-03-01,Jurong,132,38,19,77
2023-03-01,Kallang,170,51,41,108
2023-03-01,Marine Parade,304,75,93,211
2023-03-01,Pasir Ris,161,67,36,99
2023-03-01,Punggol,275,126,75,153
2023-03-01,Queenstown,125,47,38,55
2023-03-01,Sembawang,147,60,29,76
2023-03-01,Sengkang,178,46,35,119
2023-03-01,Tampines,134,32,29,90
2023-03-01,Toa Payoh,190,67,47,80
2023-03-01,Woodlands,224,98,51,156
2023-03-01,Yishun,143,73,36,80
2023-03-02,Ang Mo Kio,199,77,61,97
2023-03-02,Bedok,161,81,35,111
2023-03-02,Bukit Batok,284,102,80,137
2023-03-02,Clementi,237,99,64,126
2023-03-02,Geylang,116,52,17,65
2023-03-02,Hougang,247,103,85,173
2023-03-02,Jurong,167,67,41,73
2023-03-02,Kallang,152,52,22,91
2023-03-02,Marine Parade,187,43,50,125
2023-03-02,Pasir Ris,211,77,58,140
2023-03-02,Punggol,215,68,56,154
2023-03-02,Queenstown,170,103,38,102
2023-03-02,Sembawang,166,70,27,90
2023-03-02,Sengkang,145,59,43,96
2023-03-02,Tampines,81,48,21,42
2023-03-02,Toa Payoh,207,86,44,128
2023-03-02,Woodlands,169,60,36,77
2023-03-02,Yishun,207,94,57,141
2023-03-03,Ang Mo Kio,216,74,63,100
2023-03-03,Bedok,154,46,46,106
2023-03-03,Bukit Batok,224,113,46,142
2023-03-03,Clementi,193,93,47,108
2023-03-03,Geylang,227,110,49,134
2023-03-03,Hougang,147,22,38,97
2023-03-03,Jurong,213,43,49,80
2023-03-03,Kallang,268,78,83,186
2023-03-03,Marine Parade,154,44,41,79
2023-03-03,Pasir Ris,205,72,32,77
2023-03-03,Punggol,211,72,46,141
2023-03-03,Queenstown,258,96,60,167
2023-03-03,Sembawang,132,55,36,88
2023-03-03,Sengkang,103,33,21,62
2023-03-03,Tampines,224,123,50,123
2023-03-03,Toa Payoh,257,110,80,161
2023-03-03,Woodlands,142,37,24,94
2023-03-03,Yishun,259,151,75,185
2023-03-04,Ang Mo Kio,119,33,34,76
2023-03-04,Bedok,143,62,38,104
2023-03-04,Bukit Batok,185,84,54,120
2023-03-04,Clementi,123,58,22,86
2023-03-04,Geylang,98,42,20,64
2023-03-04,Hougang,138,33,37,74
2023-03-04,Jurong,170,68,45,85
2023-03-04,Kallang,119,42,34,91
2023-03-04,Marine Parade,111,56,15,53
2023-03-04,Pasir Ris,106,28,18,67
2023-03-04,Punggol,132,57,37,82
2023-03-04,Queenstown,163,64,31,115
2023-03-04,Sembawang,119,36,28,60
2023-03-04,Sengkang,125,54,33,63
2023-03-04,Tampines,122,61,33,98
2023-03-04,Toa Payoh,181,93,32,122
2023-03-04,Woodlands,138,47,35,95
2023-03-04,Yishun,157,49,45,84
2023-03-05,Ang Mo Kio,147,54,35,99
2023-03-05,Bedok,103,61,16,55
2023-03-05,Bukit Batok,152,69,37,90
2023-03-05,Clementi,154,58,49,105
2023-03-05,Geylang,170,51,41,96
2023-03-05,Hougang,104,45,23,69
2023-03-05,Jurong,102,58,20,63
2023-03-05,Kallang,167,57,48,79
2023-03-05,Marine Parade,190,76,41,108
2023-03-05,Pasir Ris,168,57,35,97
2023-03-05,Punggol,98,57,21,66
2023-03-05,Queenstown,147,44,36,99
2023-03-05,Sembawang,133,69,40,92
2023-03-05,Sengkang,123,35,26,76
2023-03-05,Tampines,159,29,39,97
2023-03-05,Toa Payoh,130,68,35,95
2023-03-05,Woodlands,132,65,43,96
2023-03-05,Yishun,101,37,23,65
2023-03-06,Ang Mo Kio,234,73,59,93
2023-03-06,Bedok,272,94,68,154
2023-03-06,Bukit Batok,257,29,64,151
2023-03-06,Clementi,177,101,36,119
2023-03-06,Geylang,217,114,47,114
2023-03-06,Hougang,254,112,43,138
2023-03-06,Jurong,219,105,47,67
2023-03-06,Kallang,226,62,33,71
2023-03-06,Marine Parade,240,99,57,177
2023-03-06,Pasir Ris,231,129,41,137
2023-03-06,Punggol,119,44,28,78
2023-03-06,Queenstown,202,93,57,164
2023-03-06,Sembawang,184,56,48,95
2023-03-06,Sengkang,274,101,60,151
2023-03-06,Tampines,235,90,51,180
2023-03-06,Toa Payoh,157,63,44,68
2023-03-06,Woodlands,224,65,65,112
2023-03-06,Yishun,234,119,68,146
2023-03-07,Ang Mo Kio,188,64,60,99
2023-03-07,Bedok,148,69,31,74
2023-03-07,Bukit Batok,127,44,31,79
2023-03-07,Clementi,247,111,59,143
2023-03-07,Geylang,225,118,57,124
2023-03-07,Hougang,150,38,42,98
2023-03-07,Jurong,228,88,73,125
2023-03-07,Kallang,247,97,54,162
2023-03-07,Marine Parade,220,95,55,131
2023-03-07,Pasir Ris,319,165,91,194
2023-03-07,Punggol,250,112,62,142
2023-03-07,Queenstown,195,16,50,107
2023-03-07,Sembawang,279,112,53,166
2023-03-07,Sengkang,147,65,38,102
2023-03-07,Tampines,160,64,29,107
2023-03-07,Toa Payoh,225,101,56,144
2023-03-07,Woodlands,280,104,71,137
2023-03-07,Yishun,156,63,47,89
2023-03-08,Ang Mo Kio,188,67,41,118
2023-03-08,Bedok,125,66,27,84
2023-03-08,Bukit Batok,136,63,38,86
2023-03-08,Clementi,150,63,28,86
2023-03-08,Geylang,251,120,62,126
2023-03-08,Hougang,232,93,31,157
2023-03-08,Jurong,198,103,38,55
2023-03-08,Kallang,213,91,35,106
2023-03-08,Marine Parade,337,124,96,180
2023-03-08,Pasir Ris,95,36,22,53
2023-03-08,Punggol,194,82,47,91
2023-03-08,Queenstown,224,45,33,150
2023-03-08,Sembawang,225,88,40,119
2023-03-08,Sengkang,186,44,39,123
2023-03-08,Tampines,271,97,78,110
2023-03-08,Toa Payoh,232,74,61,133
2023-03-08,Woodlands,266,83,74,152
2023-03-08,Yishun,192,73,39,114
2023-03-09,Ang Mo Kio,196,83,49,133
2023-03-09,Bedok,246,72,72,118
2023-03-09,Bukit Batok,229,105,35,139
2023-03-09,Clementi,176,57,55,94
2023-03-09,Geylang,159,64,45,93
2023-03-09,Hougang,258,116,36,141
2023-03-09,Jurong,171,76,20,146
2023-03-09,Kallang,226,93,69,188
2023-03-09,Marine Parade,243,120,62,142
2023-03-09,Pasir Ris,176,55,37,81
2023-03-09,Punggol,196,45,50,116
2023-03-09,Queenstown,207,71,83,152
2023-03-09,Sembawang,137,57,30,68
2023-03-09,Sengkang,132,58,28,91
2023-03-09,Tampines,249,133,51,161
2023-03-09,Toa Payoh,231,81,48,175
2023-03-09,Woodlands,211,97,44,100
2023-03-09,Yishun,171,66,33,102
2023-03-10,Ang Mo Kio,115,33,32,75
2023-03-10,Bedok,180,53,35,101
2023-03-10,Bukit Batok,232,114,52,112
2023-03-10,Clementi,213,67,47,156
2023-03-10,Geylang,241,100,44,149
2023-03-10,Hougang,253,91,80,184
2023-03-10,Jurong,283,121,79,209
2023-03-10,Kallang,222,77,50,138
2023-03-10,Marine Parade,135,52,41,51
2023-03-10,Pasir Ris,276,141,62,180
2023-03-10,Punggol,200,104,59,91
2023-03-10,Queenstown,229,86,58,120
2023-03-10,Sembawang,287,144,61,133
2023-03-10,Sengkang,180,79,47,130
2023-03-10,Tampines,239,118,63,110
2023-03-10,Toa Payoh,190,96,47,123
2023-03-10,Woodlands,184,54,44,116
2023-03-10,Yishun,167,62,33,118
2023-03-11,Ang Mo Kio,129,70,42,76
2023-03-11,Bedok,104,19,18,48
2023-03-11,Bukit Batok,188,77,50,71
2023-03-11,Clementi,98,47,25,57
2023-03-11,Geylang,159,89,37,96
2023-03-11,Hougang,146,93,21,97
2023-03-11,Jurong,135,61,29,80
2023-03-11,Kallang,164,116,47,84
2023-03-11,Marine Parade,125,44,20,70
2023-03-11,Pasir Ris,165,44,49,107
2023-03-11,Punggol,114,43,37,76
2023-03-11,Queenstown,140,52,35,76
2023-03-11,Sembawang,66,39,17,42
2023-03-11,Sengkang,137,44,32,60
2023-03-11,Tampines,219,60,43,121
2023-03-11,Toa Payoh,185,74,34,134
2023-03-11,Woodlands,165,74,47,138
2023-03-11,Yishun,216,71,71,137
2023-03-12,Ang Mo Kio,157,36,37,81
2023-03-12,Bedok,168,85,24,100
2023-03-12,Bukit Batok,179,68,51,113
2023-03-12,Clementi,151,56,28,73
2023-03-12,Geylang,164,65,39,91
2023-03-12,Hougang,129,65,30,60
2023-03-12,Jurong,166,62,41,126
2023-03-12,Kallang,139,59,26,80
2023-03-12,Marine Parade,161,39,41,98
2023-03-12,Pasir Ris,141,71,37,105
2023-03-12,Punggol,105,43,26,51
2023-03-12,Queenstown,173,109,43,112
2023-03-12,Sembawang,142,46,22,75
2023-03-12,Sengkang,91,51,22,51
2023-03-12,Tampines,171,49,36,103
2023-03-12,Toa Payoh,176,79,46,106
2023-03-12,Woodlands,154,64,30,93
2023-03-12,Yishun,102,41,23,87
2023-03-13,Ang Mo Kio,198,51,48,129
2023-03-13,Bedok,283,96,48,192
2023-03-13,Bukit Batok,130,46,30,77
2023-03-13,Clementi,234,77,55,140
2023-03-13,Geylang,207,84,56,141
2023-03-13,Hougang,219,97,37,132
2023-03-13,Jurong,223,105,48,119
2023-03-13,Kallang,171,77,51,95
2023-03-13,Marine Parade,245,101,59,141
2023-03-13,Pasir Ris,237,102,86,122
2023-03-13,Punggol,225,78,46,134
2023-03-13,Queenstown,206,142,49,100
2023-03-13,Sembawang,213,41,52,128
2023-03-13,Sengkang,239,118,53,139
2023-03-13,Tampines,161,46,42,76
2023-03-13,Toa Payoh,179,53,49,139
2023-03-13,Woodlands,134,28,32,80
2023-03-13,Yishun,210,74,50,133
2023-03-14,Ang Mo Kio,252,51,58,156
2023-03-14,Bedok,154,88,33,91
2023-03-14,Bukit Batok,227,77,35,126
2023-03-14,Clementi,251,91,52,173
2023-03-14,Geylang,183,63,47,123
2023-03-14,Hougang,319,153,98,175
2023-03-14,Jurong,148,60,37,72
2023-03-14,Kallang,191,84,51,124
2023-03-14,Marine Parade,214,74,48,102
2023-03-14,Pasir Ris,289,115,69,146
2023-03-14,Punggol,346,101,79,221
2023-03-14,Queenstown,230,114,78,149
2023-03-14,Sembawang,147,55,39,118
2023-03-14,Sengkang,130,67,33,88
2023-03-14,Tampines,194,61,55,129
2023-03-14,Toa Payoh,248,98,54,110
2023-03-14,Woodlands,240,106,48,131
2023-03-14,Yishun,176,44,36,85
2023-03-15,Ang Mo Kio,179,58,30,143
2023-03-15,Bedok,262,84,69,168
2023-03-15,Bukit Batok,259,82,78,141
2023-03-15,Clementi,133,62,41,114
2023-03-15,Geylang,140,65,32,94
2023-03-15,Hougang,126,34,26,76
